DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2023-01-08 14:33:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6343669,23.61861967,21.46971233,0
2023-01-08 14:47:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6343669,23.4968382,21.60178413,0
2023-01-08 15:01:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6343669,23.55595913,21.48046053,0
2023-01-08 15:15:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6343669,23.59987593,21.4868164,0
2023-01-08 15:29:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6343669,23.59153247,21.53707273,0
2023-01-08 15:43:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6343669,23.45699443,21.57733386,0
2023-01-08 15:57:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6343669,23.4064474,21.70099893,0
2023-01-08 16:11:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6343669,23.3181456,21.41036373,0.000840537
2023-01-08 16:25:02,4135001,1BY6WEcLGh8j5v7,130.29,12.59,0.29,6343669.29,23.216046,21.40639047,0.011790448
2023-01-08 16:39:02,4135001,1BY6WEcLGh8j5v7,358,34.59,6.25,6343675.25,23.13891793,21.6591104,0.027574786
2023-01-08 16:53:02,4135001,1BY6WEcLGh8j5v7,792,76.83,19,6343688,23.3408814,22.568992,0.060635709
2023-01-08 17:07:02,4135001,1BY6WEcLGh8j5v7,1427.88,139.38,45.25,6343714.25,24.0415672,23.86104327,0.111289976
2023-01-08 17:21:02,4135001,1BY6WEcLGh8j5v7,1883.14,184.59,86.29,6343755.29,24.46488453,24.94425653,0.161657135
2023-01-08 17:35:02,4135001,1BY6WEcLGh8j5v7,1942.63,190.21,131.25,6343800.25,24.71102907,25.49090773,0.154212341
2023-01-08 17:49:02,4135001,1BY6WEcLGh8j5v7,3032.86,297.8,193.71,6343862.71,25.21572214,29.4314075,0.254299814
2023-01-08 18:03:02,4135001,1BY6WEcLGh8j5v7,3858.38,379.05,278.38,6343947.38,25.71132827,33.47119533,0.302042678
2023-01-08 18:17:02,4135001,1BY6WEcLGh8j5v7,4726.14,463.79,382.43,6344051.43,26.1143576,35.9672974,0.342457051
2023-01-08 18:31:02,4135001,1BY6WEcLGh8j5v7,5436.5,532.99,510.63,6344179.63,26.739856,38.96813347,0.453155868
2023-01-08 18:45:02,4135001,1BY6WEcLGh8j5v7,5437.71,532.97,642.86,6344311.86,27.1763814,40.5386984,0.448512161
2023-01-08 18:59:02,4135001,1BY6WEcLGh8j5v7,6805.88,666.59,799.25,6344468.25,27.553778,41.0835084,0.560151563
2023-01-08 19:13:02,4135001,1BY6WEcLGh8j5v7,6989.86,684.5,969,6344638,27.84234427,44.2842408,0.613478271
2023-01-08 19:27:02,4135001,1BY6WEcLGh8j5v7,6772.29,663.23,1131.43,6344800.43,28.18399247,47.58702807,0.63148828
2023-01-08 19:41:02,4135001,1BY6WEcLGh8j5v7,6915,677.13,1310.13,6344979.13,28.57059727,49.2665142,0.690779268
2023-01-08 19:55:02,4135001,1BY6WEcLGh8j5v7,9603.71,938.66,1500,6345169,29.14159064,50.96223693,0.626492534
2023-01-08 20:09:02,4135001,1BY6WEcLGh8j5v7,10540.5,1030.28,1762.5,6345431.5,29.01158633,47.63928911,0.66640501
2023-01-08 20:23:02,4135001,1BY6WEcLGh8j5v7,7211.38,705.53,1974.38,6345643.38,29.15021621,46.96144336,0.455251928
2023-01-08 20:37:02,4135001,1BY6WEcLGh8j5v7,7768.43,760.3,2143.29,6345812.29,29.15719787,47.72198893,0.611992378
2023-01-08 20:51:02,4135001,1BY6WEcLGh8j5v7,5669.75,555.7,2302.75,6345971.75,29.738853,47.4182232,0.563158282
2023-01-08 21:05:02,4135001,1BY6WEcLGh8j5v7,7035.14,688.93,2471.14,6346140.14,29.9996884,49.96857287,0.562169516
2023-01-08 21:19:02,4135001,1BY6WEcLGh8j5v7,10787.25,1052.48,2671.25,6346340.25,30.1848064,50.714097,0.833666439
2023-01-08 21:33:02,4135001,1BY6WEcLGh8j5v7,10767.43,1050.69,2946.71,6346615.71,31.2950174,60.84368073,0.965868116
2023-01-08 21:47:02,4135001,1BY6WEcLGh8j5v7,10210.29,996.67,3196.29,6346865.29,31.85807493,61.51417647,0.754565452
2023-01-08 22:01:02,4135001,1BY6WEcLGh8j5v7,8985.75,878.23,3426.13,6347095.13,31.9470338,62.420866,1.036560771
2023-01-08 22:15:02,4135001,1BY6WEcLGh8j5v7,7512.71,735.01,3639.71,6347308.71,32.10408907,59.94949336,0.598315773
2023-01-08 22:29:02,4135001,1BY6WEcLGh8j5v7,5554.38,544.5,3772.25,6347441.25,32.0959512,51.93161207,0.574868747
2023-01-08 22:43:02,4135001,1BY6WEcLGh8j5v7,5991.43,586.97,3942.86,6347611.86,32.27157787,53.3307006,0.627404351
2023-01-08 22:57:02,4135001,1BY6WEcLGh8j5v7,7683,751.63,4121.38,6347790.38,32.52562053,52.57054207,0.717466171
2023-01-08 23:11:02,4135001,1BY6WEcLGh8j5v7,4112.14,403.86,4270.57,6347939.57,32.66443473,48.46199133,0.348882337
2023-01-08 23:25:02,4135001,1BY6WEcLGh8j5v7,4194,411.71,4363.25,6348032.25,32.20655313,42.75568833,0.299481069
2023-01-08 23:39:02,4135001,1BY6WEcLGh8j5v7,4691.14,460.19,4478.86,6348147.86,32.32926847,42.2032632,0.305706647
2023-01-08 23:53:02,4135001,1BY6WEcLGh8j5v7,3914.5,384.64,4582.5,6348251.5,32.31917287,41.91299827,0.303740071
2023-01-09 00:07:02,4135001,1BY6WEcLGh8j5v7,4380.14,429.96,4680.29,6348349.29,32.30150967,42.75711873,0.285697924
2023-01-09 00:21:02,4135001,1BY6WEcLGh8j5v7,9299.63,908.48,4851.13,6348520.13,32.7693424,47.22099173,0.655478769
2023-01-09 00:35:02,4135001,1BY6WEcLGh8j5v7,3975.71,390.66,5011.43,6348680.43,32.97901057,49.883756,0.361255756
2023-01-09 00:49:02,4135001,1BY6WEcLGh8j5v7,4372.75,429.3,5108.25,6348777.25,32.9282166,45.9347556,0.331233593
2023-01-09 01:03:02,4135001,1BY6WEcLGh8j5v7,3986.43,391.13,5222,6348891,32.6388932,43.3674172,0.27693862
2023-01-09 01:17:02,4135001,1BY6WEcLGh8j5v7,7642.75,748.18,5347.13,6349016.13,31.76597893,44.43528653,0.615993176
2023-01-09 01:31:02,4135001,1BY6WEcLGh8j5v7,4634.71,454.23,5529.57,6349198.57,32.45873827,48.12828793,0.462262998
2023-01-09 01:45:02,4135001,1BY6WEcLGh8j5v7,6064.63,594.23,5654.38,6349323.38,32.22288607,44.19463313,0.476263588
2023-01-09 01:59:02,4135001,1BY6WEcLGh8j5v7,5136.86,503.5,5793.86,6349462.86,32.06696147,43.23507873,0.365056365
2023-01-09 02:13:02,4135001,1BY6WEcLGh8j5v7,4357.57,427.24,5902.43,6349571.43,32.06028027,42.74383127,0.365578903
2023-01-09 02:27:02,4135001,1BY6WEcLGh8j5v7,2771,271.95,5987.25,6349656.25,31.46108187,39.37515073,0.222426981
2023-01-09 02:41:02,4135001,1BY6WEcLGh8j5v7,2469.29,242.14,6050.71,6349719.71,30.93136807,35.76723786,0.180545174
2023-01-09 02:55:02,4135001,1BY6WEcLGh8j5v7,1627.63,159.15,6101.88,6349770.88,30.44563607,33.62703253,0.124133393
2023-01-09 03:09:02,4135001,1BY6WEcLGh8j5v7,845.14,82,6131.57,6349800.57,30.09595327,31.55705773,0.06327202
2023-01-09 03:23:02,4135001,1BY6WEcLGh8j5v7,552.75,53.49,6148.13,6349817.13,29.84621387,30.14963987,0.042321342
2023-01-09 03:37:02,4135001,1BY6WEcLGh8j5v7,266.57,25.73,6157.86,6349826.86,29.4541402,28.8870646,0.02088435
2023-01-09 03:51:02,4135001,1BY6WEcLGh8j5v7,125.5,12.1,6162.75,6349831.75,28.88045447,27.78555493,0.009816946
2023-01-09 04:05:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,27.91963507,26.45166433,0.001955322
2023-01-09 04:19:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,28.1855752,26.00896607,0
2023-01-09 04:33:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,28.09154414,25.52840536,0
2023-01-09 04:47:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,27.56178787,25.77818613,0.0000646
2023-01-09 05:01:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,24.25947053,24.53489787,0.000025
2023-01-09 05:15:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,23.18479407,22.36693927,0
2023-01-09 05:29:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,23.05576167,21.543813,0
2023-01-09 05:43:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,22.88948167,21.41620693,0
2023-01-09 05:57:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,22.82562867,21.13024913,0
2023-01-09 06:11:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,22.96097607,21.15417673,0
2023-01-09 06:25:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,23.148819,21.30161843,0
2023-01-09 06:39:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,23.238674,21.1259462,0
2023-01-09 06:53:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,23.172168,20.79120887,0
2023-01-09 07:07:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,23.00936693,20.55801187,0
2023-01-09 07:21:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,22.93573607,20.53448693,0
2023-01-09 07:35:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,22.89959913,20.5220438,0
2023-01-09 07:49:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,22.90470173,20.86255293,0
2023-01-09 08:03:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,22.90138947,21.32351267,0
2023-01-09 08:17:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,23.19335943,22.03716821,0
2023-01-09 08:31:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,23.44536527,22.40249227,0
2023-01-09 08:45:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,23.4742208,22.3474202,0
2023-01-09 08:59:02,4135001,1BY6WEcLGh8j5v7,0,0,6164,6349833,23.37004987,22.21977767,0
2023-01-09 09:13:02,4135001,1BY6WEcLGh8j5v7,0,0,880.57,6349833,23.34788807,22.0466448,0
2023-01-09 09:27:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,23.15407727,21.73290207,0
2023-01-09 09:41:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,23.14515773,21.68950193,0
2023-01-09 09:55:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,23.12067273,21.7263734,0
2023-01-09 10:09:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,23.0277302,21.05123893,0
2023-01-09 10:23:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.74159679,20.34154179,0
2023-01-09 10:37:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.54430947,20.22720133,0
2023-01-09 10:51:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.4315856,20.4031962,0
2023-01-09 11:05:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.5432046,20.55102133,0
2023-01-09 11:19:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.5473002,20.59141633,0
2023-01-09 11:33:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.39808753,20.53677973,0
2023-01-09 11:47:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.4661296,20.65275667,0
2023-01-09 12:01:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.41656287,20.6208456,0
2023-01-09 12:15:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.44371464,20.57537414,0
2023-01-09 12:29:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.5855528,20.9133688,0
2023-01-09 12:43:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.70174173,21.1886312,0
2023-01-09 12:57:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.62317493,20.72333173,0
2023-01-09 13:11:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.6158384,20.25167433,0
2023-01-09 13:25:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.5532246,20.27452807,0
2023-01-09 13:39:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.43520107,19.97839767,0
2023-01-09 13:53:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,22.13752027,19.74531447,0
2023-01-09 14:07:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,21.98794553,19.99453113,0
2023-01-09 14:21:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,21.8506328,19.85389193,0
2023-01-09 14:35:02,4135001,1BY6WEcLGh8j5v7,0,0,0,6349833,21.65635886,19.20186943,0.000384042
2023-01-09 14:49:02,4135001,1BY6WEcLGh8j5v7,142.88,13.8,1.13,6349834.13,21.6234394,19.32128107,0.011226563
2023-01-09 15:03:02,4135001,1BY6WEcLGh8j5v7,414.29,40.07,7.71,6349840.71,21.68139047,19.69300753,0.030798331
2023-01-09 15:17:02,4135001,1BY6WEcLGh8j5v7,774.13,75.04,21.75,6349854.75,21.9106464,20.36565967,0.052576436
2023-01-09 15:31:02,4135001,1BY6WEcLGh8j5v7,1262.43,122.83,46,6349879,22.47227367,21.5067932,0.092041366
2023-01-09 15:45:02,4135001,1BY6WEcLGh8j5v7,1876.88,183.96,83.63,6349916.63,23.25191027,23.56722207,0.174379912
2023-01-09 15:59:02,4135001,1BY6WEcLGh8j5v7,2574.57,252.49,139.43,6349972.43,23.5200622,27.5222758,0.229341301
2023-01-09 16:13:02,4135001,1BY6WEcLGh8j5v7,3293.75,323.76,211.75,6350044.75,24.10040087,31.04328613,0.284643191
2023-01-09 16:27:02,4135001,1BY6WEcLGh8j5v7,4062.71,399.17,301.43,6350134.43,24.59085529,33.98376064,0.339297901
2023-01-09 16:41:02,4135001,1BY6WEcLGh8j5v7,4738.86,464.93,402,6350235,25.10441687,36.95732793,0.390554109
2023-01-09 16:55:02,4135001,1BY6WEcLGh8j5v7,5527.5,541.75,528,6350361,25.93090607,39.14253953,0.447486879
2023-01-09 17:09:02,4135001,1BY6WEcLGh8j5v7,6337.86,620.9,672.71,6350505.71,26.5218384,40.79867733,0.507255695
2023-01-09 17:23:02,4135001,1BY6WEcLGh8j5v7,7129.75,698.19,837.63,6350670.63,27.13689167,43.47980553,0.567932123
2023-01-09 17:37:02,4135001,1BY6WEcLGh8j5v7,7767.14,760.36,1019.29,6350852.29,27.54449053,44.7877972,0.618635225
2023-01-09 17:51:02,4135001,1BY6WEcLGh8j5v7,8310.88,813.35,1219.5,6351052.5,27.93476573,46.07325053,0.662755193
2023-01-09 18:05:02,4135001,1BY6WEcLGh8j5v7,8954.14,875.99,1434,6351267,28.2101116,48.59591267,0.714268366
2023-01-09 18:19:02,4135001,1BY6WEcLGh8j5v7,8430.63,824.91,1644,6351477,28.67243964,49.25772086,0.733739867
2023-01-09 18:33:02,4135001,1BY6WEcLGh8j5v7,9007.29,881.04,1869.71,6351702.71,28.8991944,50.21702253,0.809098003
2023-01-09 18:47:02,4135001,1BY6WEcLGh8j5v7,10039.13,981.41,2105.88,6351938.88,29.42018233,51.9404828,0.829575281
2023-01-09 19:01:02,4135001,1BY6WEcLGh8j5v7,9935.71,970.4,2351,6352184,29.4800944,54.2505046,0.818236025
2023-01-09 19:15:02,4135001,1BY6WEcLGh8j5v7,10476.75,1022.86,2592.63,6352425.63,29.96606647,55.059627,0.725274507
2023-01-09 19:29:02,4135001,1BY6WEcLGh8j5v7,11362.86,1109.6,2862.86,6352695.86,29.91422333,51.16156007,0.807332034
